Run,age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,medium,Organism,Platform,ReleaseDate,Sample Name,sex,source_name,SRA Study,Strain,Tissue
SRR7619576,3-5 days old,RNA-Seq,125,1793693625,PRJNA483441,SAMN09738135,878293795,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483875,GSM3311031,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311031,female,DGRP Line 405 Female,SRP155726,DGRP_405,Whole flies
SRR7619580,3-5 days old,RNA-Seq,125,1844671125,PRJNA483441,SAMN09738132,902561170,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483878,GSM3311034,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311034,female,DGRP Line 406 Female,SRP155726,DGRP_406,Whole flies
SRR7619582,3-5 days old,RNA-Seq,125,1848530250,PRJNA483441,SAMN09738130,879393885,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483880,GSM3311036,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311036,male,DGRP Line 406 Male,SRP155726,DGRP_406,Whole flies
SRR7619584,3-5 days old,RNA-Seq,125,2208621375,PRJNA483441,SAMN09738128,1082094730,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483882,GSM3311038,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311038,female,DGRP Line 409 Female,SRP155726,DGRP_409,Whole flies
SRR7619588,3-5 days old,RNA-Seq,125,2566583250,PRJNA483441,SAMN09738125,1255283365,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483885,GSM3311041,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311041,male,DGRP Line 409 Male,SRP155726,DGRP_409,Whole flies
SRR7619589,3-5 days old,RNA-Seq,125,2410073625,PRJNA483441,SAMN09738124,1212261804,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483886,GSM3311042,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311042,female,DGRP Line 41 Female,SRP155726,DGRP_41,Whole flies
SRR7619591,3-5 days old,RNA-Seq,125,2339536250,PRJNA483441,SAMN09738122,1149574342,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483888,GSM3311044,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311044,male,DGRP Line 41 Male,SRP155726,DGRP_41,Whole flies
SRR7619597,3-5 days old,RNA-Seq,125,1951996625,PRJNA483441,SAMN09738190,906021479,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483893,GSM3311049,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311049,male,DGRP Line 42 Male,SRP155726,DGRP_42,Whole flies
SRR7619598,3-5 days old,RNA-Seq,125,1974429375,PRJNA483441,SAMN09738189,913473279,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483894,GSM3311050,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311050,female,DGRP Line 426 Female,SRP155726,DGRP_426,Whole flies
SRR7619604,3-5 days old,RNA-Seq,125,1734157000,PRJNA483441,SAMN09738749,813516576,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483899,GSM3311055,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311055,female,DGRP Line 427 Female,SRP155726,DGRP_427,Whole flies
SRR7619606,3-5 days old,RNA-Seq,125,1687365250,PRJNA483441,SAMN09738747,818488780,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483901,GSM3311057,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311057,male,DGRP Line 427 Male,SRP155726,DGRP_427,Whole flies
SRR7619608,3-5 days old,RNA-Seq,125,2030362000,PRJNA483441,SAMN09738745,945252148,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483903,GSM3311059,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311059,female,DGRP Line 437 Female,SRP155726,DGRP_437,Whole flies
SRR7619611,3-5 days old,RNA-Seq,125,1503714625,PRJNA483441,SAMN09738742,721655110,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483906,GSM3311062,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311062,female,DGRP Line 439 Female,SRP155726,DGRP_439,Whole flies
SRR7619612,3-5 days old,RNA-Seq,125,2734338000,PRJNA483441,SAMN09738742,1278128049,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483906,GSM3311062,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311062,female,DGRP Line 439 Female,SRP155726,DGRP_439,Whole flies
SRR7619615,3-5 days old,RNA-Seq,125,2245099875,PRJNA483441,SAMN09738739,1080582793,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483909,GSM3311065,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311065,male,DGRP Line 439 Male,SRP155726,DGRP_439,Whole flies
SRR7619619,3-5 days old,RNA-Seq,125,2181591000,PRJNA483441,SAMN09738735,1048823148,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483913,GSM3311069,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311069,male,DGRP Line 440 Male,SRP155726,DGRP_440,Whole flies
SRR7619620,3-5 days old,RNA-Seq,125,2718079250,PRJNA483441,SAMN09738734,1281260103,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483914,GSM3311070,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311070,female,DGRP Line 441 Female,SRP155726,DGRP_441,Whole flies
SRR7619622,3-5 days old,RNA-Seq,125,2156832125,PRJNA483441,SAMN09738733,1040376716,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483915,GSM3311071,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311071,female,DGRP Line 441 Female,SRP155726,DGRP_441,Whole flies
SRR7619625,3-5 days old,RNA-Seq,125,2129779375,PRJNA483441,SAMN09738766,1040903782,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483918,GSM3311074,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311074,female,DGRP Line 443 Female,SRP155726,DGRP_443,Whole flies
SRR7619626,3-5 days old,RNA-Seq,125,1595509875,PRJNA483441,SAMN09738765,774572854,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483919,GSM3311075,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311075,female,DGRP Line 443 Female,SRP155726,DGRP_443,Whole flies
SRR7619629,3-5 days old,RNA-Seq,125,2101195875,PRJNA483441,SAMN09738763,1014591923,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483921,GSM3311077,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311077,male,DGRP Line 443 Male,SRP155726,DGRP_443,Whole flies
SRR7619632,3-5 days old,RNA-Seq,125,2673154250,PRJNA483441,SAMN09738761,1238317460,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483923,GSM3311079,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311079,female,DGRP Line 45 Female,SRP155726,DGRP_45,Whole flies
SRR7619634,3-5 days old,RNA-Seq,125,2007450750,PRJNA483441,SAMN09738759,965089080,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483925,GSM3311081,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311081,male,DGRP Line 45 Male,SRP155726,DGRP_45,Whole flies
SRR7619641,3-5 days old,RNA-Seq,125,2318567875,PRJNA483441,SAMN09738116,1078122020,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483930,GSM3311086,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311086,female,DGRP Line 48 Female,SRP155726,DGRP_48,Whole flies
SRR7619645,3-5 days old,RNA-Seq,125,3310899500,PRJNA483441,SAMN09738756,1579058137,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483934,GSM3311090,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311090,female,DGRP Line 486 Female,SRP155726,DGRP_486,Whole flies
SRR7619646,3-5 days old,RNA-Seq,125,2844441500,PRJNA483441,SAMN09738756,1347286205,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483934,GSM3311090,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311090,female,DGRP Line 486 Female,SRP155726,DGRP_486,Whole flies
SRR7619649,3-5 days old,RNA-Seq,125,1837284250,PRJNA483441,SAMN09738111,870277037,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483936,GSM3311092,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311092,male,DGRP Line 486 Male,SRP155726,DGRP_486,Whole flies
SRR7619652,3-5 days old,RNA-Seq,125,1953393250,PRJNA483441,SAMN09738108,951861811,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483939,GSM3311095,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311095,female,DGRP Line 49 Female,SRP155726,DGRP_49,Whole flies
SRR7619655,3-5 days old,RNA-Seq,125,1846997250,PRJNA483441,SAMN09738105,858978865,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483942,GSM3311098,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311098,female,DGRP Line 491 Female,SRP155726,DGRP_491,Whole flies
SRR7619659,3-5 days old,RNA-Seq,125,1566726750,PRJNA483441,SAMN09738103,737794217,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483944,GSM3311100,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311100,male,DGRP Line 491 Male,SRP155726,DGRP_491,Whole flies
SRR7619660,3-5 days old,RNA-Seq,125,2091948875,PRJNA483441,SAMN09738102,1034152258,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483945,GSM3311101,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311101,male,DGRP Line 491 Male,SRP155726,DGRP_491,Whole flies
SRR7619663,3-5 days old,RNA-Seq,125,1243349375,PRJNA483441,SAMN09738100,600404583,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483947,GSM3311103,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311103,female,DGRP Line 492 Female,SRP155726,DGRP_492,Whole flies
SRR7619665,3-5 days old,RNA-Seq,125,1507678125,PRJNA483441,SAMN09738099,698220954,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483948,GSM3311104,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311104,male,DGRP Line 492 Male,SRP155726,DGRP_492,Whole flies
SRR7619667,3-5 days old,RNA-Seq,125,1407967375,PRJNA483441,SAMN09738098,638718451,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483949,GSM3311105,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311105,male,DGRP Line 492 Male,SRP155726,DGRP_492,Whole flies
SRR7619669,3-5 days old,RNA-Seq,125,2747100250,PRJNA483441,SAMN09738807,1322344329,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483950,GSM3311106,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311106,female,DGRP Line 502 Female,SRP155726,DGRP_502,Whole flies
SRR7619670,3-5 days old,RNA-Seq,125,2311974500,PRJNA483441,SAMN09738806,1104496951,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483951,GSM3311107,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311107,female,DGRP Line 502 Female,SRP155726,DGRP_502,Whole flies
SRR7619673,3-5 days old,RNA-Seq,125,2371973750,PRJNA483441,SAMN09738803,1091065779,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483954,GSM3311110,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311110,female,DGRP Line 505 Female,SRP155726,DGRP_505,Whole flies
SRR7619676,3-5 days old,RNA-Seq,125,1987618500,PRJNA483441,SAMN09738801,990253083,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483956,GSM3311112,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311112,male,DGRP Line 505 Male,SRP155726,DGRP_505,Whole flies
SRR7619677,3-5 days old,RNA-Seq,125,1450582375,PRJNA483441,SAMN09738800,663125141,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483957,GSM3311113,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311113,male,DGRP Line 505 Male,SRP155726,DGRP_505,Whole flies
SRR7619680,3-5 days old,RNA-Seq,125,1903929625,PRJNA483441,SAMN09738798,920264515,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483959,GSM3311115,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311115,female,DGRP Line 508 Female,SRP155726,DGRP_508,Whole flies
SRR7619682,3-5 days old,RNA-Seq,125,2116732125,PRJNA483441,SAMN09738796,1023111762,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483961,GSM3311117,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311117,male,DGRP Line 508 Male,SRP155726,DGRP_508,Whole flies
SRR7619684,3-5 days old,RNA-Seq,125,2164677375,PRJNA483441,SAMN09738794,1008835782,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483963,GSM3311119,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311119,female,DGRP Line 509 Female,SRP155726,DGRP_509,Whole flies
SRR7619686,3-5 days old,RNA-Seq,125,2423943000,PRJNA483441,SAMN09738792,1175057856,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483965,GSM3311121,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311121,male,DGRP Line 509 Male,SRP155726,DGRP_509,Whole flies
SRR7619689,3-5 days old,RNA-Seq,125,1763469750,PRJNA483441,SAMN09738833,797960609,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483968,GSM3311124,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311124,male,DGRP Line 513 Male,SRP155726,DGRP_513,Whole flies
SRR7619690,3-5 days old,RNA-Seq,125,1490370625,PRJNA483441,SAMN09738833,702207508,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483968,GSM3311124,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311124,male,DGRP Line 513 Male,SRP155726,DGRP_513,Whole flies
SRR7619695,3-5 days old,RNA-Seq,125,1615123000,PRJNA483441,SAMN09738829,754457852,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483972,GSM3311128,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311128,male,DGRP Line 517 Male,SRP155726,DGRP_517,Whole flies
SRR7619698,3-5 days old,RNA-Seq,125,3239850000,PRJNA483441,SAMN09738827,1542320637,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483974,GSM3311130,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311130,female,DGRP Line 528 Female,SRP155726,DGRP_528,Whole flies
SRR7619699,3-5 days old,RNA-Seq,125,1965914125,PRJNA483441,SAMN09738827,930246778,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483974,GSM3311130,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311130,female,DGRP Line 528 Female,SRP155726,DGRP_528,Whole flies
SRR7619714,3-5 days old,RNA-Seq,125,1952911875,PRJNA483441,SAMN09738816,946412881,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483985,GSM3311141,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311141,male,DGRP Line 531 Male,SRP155726,DGRP_531,Whole flies
SRR7619718,3-5 days old,RNA-Seq,125,2033725625,PRJNA483441,SAMN09738863,1022588693,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483988,GSM3311144,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311144,male,DGRP Line 535 Male,SRP155726,DGRP_535,Whole flies
SRR7619721,3-5 days old,RNA-Seq,125,1981152000,PRJNA483441,SAMN09738859,945071413,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483991,GSM3311147,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311147,female,DGRP Line 551 Female,SRP155726,DGRP_551,Whole flies
SRR7619726,3-5 days old,RNA-Seq,125,1726427125,PRJNA483441,SAMN09738855,785490306,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483996,GSM3311152,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311152,male,DGRP Line 555 Male,SRP155726,DGRP_555,Whole flies
SRR7619730,3-5 days old,RNA-Seq,125,2651296250,PRJNA483441,SAMN09738851,1210034677,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4484000,GSM3311156,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311156,male,DGRP Line 559 Male,SRP155726,DGRP_559,Whole flies
SRR7619732,3-5 days old,RNA-Seq,125,2283184500,PRJNA483441,SAMN09738849,1038390297,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4484002,GSM3311158,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311158,female,DGRP Line 563 Female,SRP155726,DGRP_563,Whole flies
SRR7619740,3-5 days old,RNA-Seq,125,1900963875,PRJNA483441,SAMN09738842,854348688,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4484009,GSM3311165,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311165,male,DGRP Line 566 Male,SRP155726,DGRP_566,Whole flies
SRR7619744,3-5 days old,RNA-Seq,125,1384634875,PRJNA483441,SAMN09738838,680045819,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4484013,GSM3311169,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311169,male,DGRP Line 57 Male,SRP155726,DGRP_57,Whole flies
SRR7619751,3-5 days old,RNA-Seq,125,2201896500,PRJNA483441,SAMN09738912,994523360,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4484018,GSM3311174,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311174,female,DGRP Line 589 Female,SRP155726,DGRP_589,Whole flies
SRR7619756,3-5 days old,RNA-Seq,125,1689775625,PRJNA483441,SAMN09738908,814015341,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4484022,GSM3311178,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311178,female,DGRP Line 59 Female,SRP155726,DGRP_59,Whole flies
SRR7619759,3-5 days old,RNA-Seq,125,2691352250,PRJNA483441,SAMN09738905,1310508289,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4484025,GSM3311181,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311181,male,DGRP Line 59 Male,SRP155726,DGRP_59,Whole flies
